form,doc,before,keyword,after,anchor
probably,let005,that I’m going to London and,probably,very soon I do hope we’ll,let005:0.2.0.1.5
probably,let005,very different for me for I’ll,probably,have to live alone in lodgings,let005:0.2.0.1.7
probably,let005,busy as it is here You,probably,know your way around by now,let005:0.2.0.1.11
probably,let006,in your gallery and imagine it’s,probably,still there Bid good day to,let006:0.2.0.1.9
probably,let009,London June My dear Theo You’re,probably,longing to hear from me so,let009:0.2.0.1.4
probably,let011,Ophelia c engravings of which you,probably,know they’re very beautiful Then Boughton,let011:0.2.0.1.6
probably,let011,and then Turner after whom you’ll,probably,have seen engravings Several good French,let011:0.2.0.1.6
probably,let011,very much and by whom you’ll,probably,see something now and then Herewith,let011:0.2.0.1.11
probably,let014,have already answered it so you’ll,probably,have heard that things are continuing,let014:0.2.0.1.7
probably,let020,see If she comes it will,probably,be in May and perhaps it,let020:0.2.0.1.6
probably,let027,I’m reading a lot again We’ll,probably,be moving on January to another,let027:0.2.0.1.20
each,let005,hope we’ll be able to see,each,other before then I’ll go to,let005:0.2.0.1.5
each,let010,where the milkmaid Waited for them,each,evening to ease their taut udders,let010:0.2.0.1.73
each,let011,where the milkmaid Waited for them,each,evening to ease their taut udders,let011:0.2.0.1.66
each,let012,air To even song vesper prayer,Each,arched porch entry low Was fill’d,let012:0.2.0.0.81
each,let012,by pair had gone to rest,Each,in its ancient belfry nest Where,let012:0.2.0.0.173
each,let012,We live a long way from,each,other which I very much regret,let012:0.2.0.1.13
each,let012,To even song and vesper prayer,Each,arched porch and entry low Was,let012:0.2.0.1.42
each,let012,by pair had gone to rest,Each,in its ancient belfry nest Where,let012:0.2.0.1.88
each,let013,helter skelter downhill and tumbling over,each,other into the sea It was,let013:0.2.0.1.14
each,let017,now we can only write to,each,other about it often find things,let017:0.2.0.1.5
each,let020,we’ve actually seen very little of,each,other and we only half know,let020:0.2.0.1.7
each,let020,other and we only half know,each,other I wish you both the,let020:0.2.0.1.7
each,let026,that we’ll find something quickly but,each,day that she’s here she learns,let026:0.2.0.1.8
then,let005,able to see each other before,then,I’ll go to Helvoirt at Easter,let005:0.2.0.1.5
then,let007,home and take my leave and,then,on Sunday on to Paris I’m,let007:0.2.0.1.7
then,let009,lodgings not including the washing and,then,I still have to eat in,let009:0.2.0.1.9
then,let011,you probably know they’re very beautiful,Then,Boughton of whom you know the,let011:0.2.0.1.6
then,let011,very beautiful portraits of women and,then,Turner after whom you’ll probably have,let011:0.2.0.1.6
then,let011,you’ll probably see something now and,then,Herewith a copy of that poem,let011:0.2.0.1.11
then,let012,was gloom silent all Save now,then,the still foot fall Of one,let012:0.2.0.0.161
then,let012,the stubble plains with rosy hue,Then,in a wailful choir the small,let012:0.2.0.0.290
then,let012,and silent all Save now and,then,the still foot fall Of one,let012:0.2.0.1.82
then,let012,the stubble plains with rosy hue,Then,in a wailful choir the small,let012:0.2.0.1.149
then,let015,I’ll possibly be of use And,then,I can’t tell you how interesting,let015:0.2.0.1.10
then,let017,I don’t know how long and,then,come all the old ones and,let017:0.2.0.1.10
then,let017,and teach us to see And,then,there are painters who make nothing,let017:0.2.0.1.12
then,let024,house I’ve drawn for you and,then,I’ll be travelling on the little,let024:0.2.0.1.2
then,let026,the streets in the evening I,then,find everything here just as beautiful,let026:0.2.0.1.9
then,let027,she loves and is loved And,then,a chapter like The longing for,let027:0.2.0.1.10
then,let027,it But if one has that,then,it’s beautiful everywhere Pa isn’t at,let027:0.2.0.1.13
easter,let005,then I’ll go to Helvoirt at,Easter,if I possibly can but it,let005:0.2.0.1.6
easter,let005,and Eduard from me As to,Easter,I’m just hoping Ever Your loving,let005:0.2.0.1.17
possibly,let005,to Helvoirt at Easter if I,possibly,can but it will depend on,let005:0.2.0.1.6
possibly,let015,becomes a little more important I’ll,possibly,be of use And then I,let015:0.2.0.1.10
depend,let005,I possibly can but it will,depend,on the nouveautés that Iterson takes,let005:0.2.0.1.6
takes,let005,depend on the nouveautés that Iterson,takes,along on his trip I won’t,let005:0.2.0.1.6
takes,let022,from the office back home It,takes,about three quarters of an hour,let022:0.2.0.1.17
takes,let027,write to us again soon Anna,takes,quite some pleasure in paintings and,let027:0.2.0.1.22
trip,let005,that Iterson takes along on his,trip,I won’t be able to leave,let005:0.2.0.1.6
trip,let005,I hear anything more about my,trip,to Helvoirt I’ll write to you,let005:0.2.0.1.24
trip,let009,holiday I also took a nice,trip,with those Germans but those gentlemen,let009:0.2.0.1.10
until,let005,I won’t be able to leave,until,he gets back Life in L,let005:0.2.0.1.6
until,let009,the office from in the morning,until,in the evening and on Saturdays,let009:0.2.0.1.7
until,let012,pane Again she tried tried again,Until,the dusk eve left her dark,let012:0.2.0.0.146
until,let012,more later flowers for the bees,Until,they think warm days will never,let012:0.2.0.0.277
until,let012,Again she tried and tried again,Until,the dusk eve left her dark,let012:0.2.0.1.74
until,let012,more later flowers for the bees,Until,they think warm days will never,let012:0.2.0.1.142
until,let014,suggested that she stay at school,until,next April and in that case,let014:0.2.0.1.5
until,let024,I’ve drawn here Well Betsy adieu,until,next year Vincent,let024:0.2.0.1.2
gets,let005,be able to leave until he,gets,back Life in L will be,let005:0.2.0.1.6
life,let005,to leave until he gets back,Life,in L will be very different,let005:0.2.0.1.7
life,let009,imagined Especially the Place de l’Opéra,Life,here is very expensive I pay,let009:0.2.0.1.9
life,let010,axle there slowly came movement and,life,Here twas a farmer dragging homeward,let010:0.2.0.1.75
life,let011,axle there slowly came movement and,life,Here twas a farmer dragging homeward,let011:0.2.0.1.68
life,let014,few painters who paint intimate modern,life,as it really is and don’t,let014:0.2.0.1.13
life,let014,did she manage to get through,life,She reminds me of another portrait,let014:0.2.0.1.20
life,let015,the trade and the way of,life,here which are so very different,let015:0.2.0.1.10
life,let017,London and the English way of,life,and the English themselves and I,let017:0.2.0.1.13
life,let018,I’d like I have a rich,life,here having nothing yet possessing all,let018:0.2.0.1.6
different,let005,Life in L will be very,different,for me for I’ll probably have,let005:0.2.0.1.7
different,let009,The countryside here is magnificent completely,different,from Holland or Belgium Everywhere one,let009:0.2.0.1.10
different,let010,a stockroom and is therefore completely,different,from working in The Hague though,let010:0.2.0.1.8
different,let015,life here which are so very,different,from ours You’ll have had some,let015:0.2.0.1.10
different,let027,That a woman is a completely,different,being from a man and a,let027:0.2.0.1.11
live,let005,me for I’ll probably have to,live,alone in lodgings and will therefore,let005:0.2.0.1.7
live,let009,Saturdays I’m finished by o’clock I,live,in one of the suburbs of,let009:0.2.0.1.7
live,let010,writing letters The neighbourhood where I,live,is very pretty and so peaceful,let010:0.2.0.1.10
live,let011,seen engravings Several good French painters,live,here including Tissot after whom there,let011:0.2.0.1.7
live,let011,walking a lot Here where I,live,it’s a quiet convivial nice looking,let011:0.2.0.1.9
live,let012,who have their business in L,live,in some village or other outside,let012:0.2.0.1.8
live,let012,of speaking Dutch since May We,live,a long way from each other,let012:0.2.0.1.13
live,let028,We’re going to move and will,live,in a house completely overgrown with,let028:0.2.0.1.12
alone,let005,for I’ll probably have to live,alone,in lodgings and will therefore have,let005:0.2.0.1.7
lodgings,let005,probably have to live alone in,lodgings,and will therefore have to deal,let005:0.2.0.1.7
lodgings,let009,pay shillings a week for my,lodgings,not including the washing and then,let009:0.2.0.1.9
lodgings,let013,old chap to see my new,lodgings,which you’ll have heard about I,let013:0.2.0.1.5
lodgings,let014,thing or two about my new,lodgings,What you say about winter is,let014:0.2.0.1.7
lodgings,let015,impression of your new position and,lodgings,I heard about the beautiful souvenir,let015:0.2.0.1.4
lodgings,let015,little I don’t doubt that your,lodgings,at the Rooses will be to,let015:0.2.0.1.5
therefore,let005,live alone in lodgings and will,therefore,have to deal with many things,let005:0.2.0.1.7
therefore,let010,is just a stockroom and is,therefore,completely different from working in The,let010:0.2.0.1.8
therefore,let025,interest you being the Scheldt and,therefore,Belgium It’s of a painting by,let025:0.2.0.1.5
deal,let005,lodgings and will therefore have to,deal,with many things that I needn’t,let005:0.2.0.1.7
deal,let009,but those gentlemen spend a great,deal,of money and I shan’t go,let009:0.2.0.1.10
deal,let011,letter which gave me a great,deal,of pleasure I’m glad you’re well,let011:0.2.0.1.4
deal,let012,returns It gave me a great,deal,of pleasure to hear that you,let012:0.2.0.1.10
needn’t,let005,deal with many things that I,needn’t,trouble myself with now I’m looking,let005:0.2.0.1.7
needn’t,let014,but if she’d rather not she,needn’t,do it I’d like it so,let014:0.2.0.1.5
myself,let005,many things that I needn’t trouble,myself,with now I’m looking forward to,let005:0.2.0.1.7
myself,let005,you can spare another I commend,myself,How is Uncle Hein Certainly no,let005:0.2.0.1.9
myself,let010,that you’re doing well I commend,myself,expressly to hear something from you,let010:0.2.0.1.5
myself,let010,a fair amount of time for,myself,which I spend very pleasantly walking,let010:0.2.0.1.9
myself,let014,right I think so too I,myself,almost don’t know which season I,let014:0.2.0.1.8
myself,let027,already heard about it and I,myself,have already bought and sold one,let027:0.2.0.1.18
looking,let005,needn’t trouble myself with now I’m,looking,forward to seeing L very much,let005:0.2.0.1.8
looking,let011,live it’s a quiet convivial nice,looking,neighbourhood in this I’ve really been,let011:0.2.0.1.9
looking,let023,see everyone and Holland I’m also,looking,forward to having a good talk,let023:0.2.0.1.5
forward,let005,trouble myself with now I’m looking,forward,to seeing L very much as,let005:0.2.0.1.8
forward,let010,smacking the lad’s lash drove them,forward,While they as if by turns,let010:0.2.0.1.70
forward,let011,smacking the lad’s lash drove them,forward,While they as if by turns,let011:0.2.0.1.63
forward,let012,lamp from the dismal coal Leaned,forward,with bright drooping hair And slant,let012:0.2.0.0.188
forward,let012,lamp from the dismal coal Leaned,forward,with bright drooping hair And slant,let012:0.2.0.1.96
forward,let023,everyone and Holland I’m also looking,forward,to having a good talk with,let023:0.2.0.1.5
seeing,let005,with now I’m looking forward to,seeing,L very much as you can,let005:0.2.0.1.8
seeing,let010,disposal I’m doing well here I’m,seeing,a lot of new and beautiful,let010:0.2.0.1.6
seeing,let014,on The courtship of Miles Standish,Seeing,the paintings prompted me to read,let014:0.2.0.1.12
seeing,let019,I’m doing well here and am,seeing,a lot of beautiful things I’m,let019:0.2.0.1.6
noticing,let005,leave this place I’m only just,noticing,how attached I am to The,let005:0.2.0.1.8
noticing,let014,as capable as you are of,noticing,and feeling good and fine things,let014:0.2.0.1.13
attached,let005,place I’m only just noticing how,attached,I am to The Hague now,let005:0.2.0.1.8
decided,let005,The Hague now that it’s been,decided,I must go away Still it,let005:0.2.0.1.8
away,let005,it’s been decided I must go,away,Still it can’t be helped and,let005:0.2.0.1.8
away,let026,I needed in order to give,away,I can’t spare another of the,let026:0.2.0.1.6
helped,let005,go away Still it can’t be,helped,and I intend not to take,let005:0.2.0.1.8
intend,let005,it can’t be helped and I,intend,not to take things too hard,let005:0.2.0.1.8
english,let005,I think it’s wonderful for my,English,which I understand well though I,let005:0.2.0.1.8
english,let005,Vienna I’m very curious about the,English,painters we see so little of,let005:0.2.0.1.13
english,let011,enough to me to explain it,English,art didn’t appeal to me much,let011:0.2.0.1.6
english,let013,to see those Belgian paintings the,English,ones are with few exceptions very,let013:0.2.0.1.9
english,let013,well and write soon Vincent Another,English,painting is Satan possessing the herd,let013:0.2.0.1.14
english,let014,Anna has passed her examinations in,English,and in needlework you can imagine,let014:0.2.0.1.5
english,let017,me to observe London and the,English,way of life and the English,let017:0.2.0.1.13
english,let017,English way of life and the,English,themselves and I also have nature,let017:0.2.0.1.13
english,let018,worden dat is geen Dutch man,English,man of French man maar eenvoudig,let018:0.2.0.0.11
english,let029,portraits by Tintoretto and beautiful old,English,art Reynolds Romney and Old Crome,let029:0.2.0.1.5
speak,let005,I understand well though I don’t,speak,it nearly as well as I’d,let005:0.2.0.1.8
speak,let011,most delightful I have Perhaps we’ll,speak,of it again sometime when we,let011:0.2.0.1.12
nearly,let005,well though I don’t speak it,nearly,as well as I’d like I,let005:0.2.0.1.8
nearly,let010,from side to side a wagon,nearly,toppling Under its load of fresh,let010:0.2.0.1.83
nearly,let011,from side to side a wagon,nearly,toppling Under its load of fresh,let011:0.2.0.1.76
spare,let005,your portrait taken If you can,spare,another I commend myself How is,let005:0.2.0.1.9
spare,let026,order to give away I can’t,spare,another of the Thijs Maris Anna,let026:0.2.0.1.6
another,let005,portrait taken If you can spare,another,I commend myself How is Uncle,let005:0.2.0.1.9
another,let008,you have a chance to get,another,one and send it to me,let008:0.2.0.1.5
another,let010,very very much like to spend,another,evening in the Poten and also,let010:0.2.0.1.7
another,let013,you well and write soon Vincent,Another,English painting is Satan possessing the,let013:0.2.0.1.14
another,let014,And now I’ll stop I’m enclosing,another,picture of autumn by Michelet I,let014:0.2.0.1.13
another,let014,through life She reminds me of,another,portrait a Van Dyck a poor,let014:0.2.0.1.20
another,let019,to have it sometime I’ve read,another,book on art by V Vl,let019:0.2.0.1.4
another,let026,to give away I can’t spare,another,of the Thijs Maris Anna and,let026:0.2.0.1.6
another,let027,probably be moving on January to,another,larger gallery Mr Obach is in,let027:0.2.0.1.20
commend,let005,If you can spare another I,commend,myself How is Uncle Hein Certainly,let005:0.2.0.1.9
commend,let010,and that you’re doing well I,commend,myself expressly to hear something from,let010:0.2.0.1.5
certainly,let005,commend myself How is Uncle Hein,Certainly,no better and how is Aunt,let005:0.2.0.1.10
certainly,let027,as you say yes that I,certainly,believe And that a woman and,let027:0.2.0.1.11
certainly,let027,that which would be unfeasible and,certainly,useless and at the end Pa,let027:0.2.0.1.14
certainly,let027,are staying there now and are,certainly,doing a lot of good Things,let027:0.2.0.1.14
certainly,let027,well but at any rate she,certainly,has more of a chance here,let027:0.2.0.1.22
himself,let005,is Aunt doing Can Uncle keep,himself,occupied and is he in a,let005:0.2.0.1.10
occupied,let005,Aunt doing Can Uncle keep himself,occupied,and is he in a lot,let005:0.2.0.1.10
occupied,let017,We’re busy in the office we’re,occupied,with the inventory which is however,let017:0.2.0.1.14
pain,let005,is he in a lot of,pain,Give them my warm regards I,let005:0.2.0.1.10
around,let005,here You probably know your way,around,by now How is your boarding,let005:0.2.0.1.11
around,let011,Constable a landscape painter who lived,around,years ago whose work is splendid,let011:0.2.0.1.6
around,let015,among other things we’ve already sold,around,artist’s proofs of the Venus anadyomene,let015:0.2.0.1.5
around,let015,photos we sell only en papillottes,around,a day on average I imagine,let015:0.2.0.1.5
around,let022,fear however that it will be,around,weeks or so before it can,let022:0.2.0.1.25
important,let005,it still to your liking That’s,important,Above all you must write more,let005:0.2.0.1.12
important,let015,in paintings becomes a little more,important,I’ll possibly be of use And,let015:0.2.0.1.10
above,let005,still to your liking That’s important,Above,all you must write more about,let005:0.2.0.1.12
above,let010,windmill the leaves stood still and,above,the huts Blue clouds of peat,let010:0.2.0.1.56
above,let011,windmill the leaves stood still and,above,the huts Blue clouds of peat,let011:0.2.0.1.49
above,let012,clamorous daws that all the day,Above,tree tops towers play Pair by,let012:0.2.0.0.169
above,let012,clamorous daws that all the day,Above,tree tops and towers play Pair,let012:0.2.0.1.86
above,let013,who was going to kill the,above,mentioned creature And all this represented,let013:0.2.0.1.9
above,let021,the Gazette des Beaux Arts c,Above,all be sure to find out,let021:0.2.0.1.7
fortnight,let005,of things you see Sunday a,fortnight,ago I was in Amsterdam to,let005:0.2.0.1.12
ago,let005,things you see Sunday a fortnight,ago,I was in Amsterdam to see,let005:0.2.0.1.12
ago,let010,the glorious scene of a moment,ago,He found he had sauntered unnoticing,let010:0.2.0.1.102
ago,let011,landscape painter who lived around years,ago,whose work is splendid something like,let011:0.2.0.1.6
ago,let011,the glorious scene of a moment,ago,He found he had sauntered unnoticing,let011:0.2.0.1.95
ago,let012,to me A day or two,ago,I had a visit from a,let012:0.2.0.1.13
ago,let013,school for little boys Some time,ago,I spent a Saturday rowing on,let013:0.2.0.1.6
ago,let013,very disagreeable and feeble Some time,ago,I saw one with a sort,let013:0.2.0.1.9
ago,let014,letter from your Pa some time,ago,and have already answered it so,let014:0.2.0.1.7
ago,let022,a photo a couple of days,ago,Young girl with a sword Jacquet,let022:0.2.0.1.5
vienna,let005,exhibition of the paintings going to,Vienna,from here It was very interesting,let005:0.2.0.1.12
vienna,let005,impression the Dutch will make in,Vienna,I’m very curious about the English,let005:0.2.0.1.12
interesting,let005,Vienna from here It was very,interesting,and I’m curious as to the,let005:0.2.0.1.12
interesting,let015,then I can’t tell you how,interesting,it is to see London and,let015:0.2.0.1.10
dutch,let005,curious as to the impression the,Dutch,will make in Vienna I’m very,let005:0.2.0.1.12
dutch,let012,had the first opportunity of speaking,Dutch,since May We live a long,let012:0.2.0.1.13
dutch,let018,cosmopoliet te worden dat is geen,Dutch,man English man of French man,let018:0.2.0.0.11
painters,let005,I’m very curious about the English,painters,we see so little of them,let005:0.2.0.1.13
painters,let011,to it There are some good,painters,here though including Millais who made,let011:0.2.0.1.6
painters,let011,by him Moreover among the old,painters,Constable a landscape painter who lived,let011:0.2.0.1.6
painters,let011,have seen engravings Several good French,painters,live here including Tissot after whom,let011:0.2.0.1.7
painters,let011,Saal Jundt Ziem Mauve who are,painters,I like very much and by,let011:0.2.0.1.11
painters,let012,believe He’s the favourite of the,painters,here and that’s how I came,let012:0.2.0.1.6
painters,let014,well It’s striking that the old,painters,almost never painted the autumn and,let014:0.2.0.1.9
painters,let014,after Boughton one of the best,painters,here an American he’s very fond,let014:0.2.0.1.12
painters,let014,Eugène Feyen one of the few,painters,who paint intimate modern life as,let014:0.2.0.1.13
painters,let015,must write and tell me which,painters,you like best both the old,let015:0.2.0.1.6
painters,let015,to be acquainted with the old,painters,too and if you get the,let015:0.2.0.1.7
painters,let015,send me a list of the,painters,who were awarded prizes at the,let015:0.2.0.1.9
painters,let017,writing below a few names of,painters,whom I like very much indeed,let017:0.2.0.1.6
painters,let017,to understand art better and better,Painters,understand nature and love it and,let017:0.2.0.1.11
painters,let017,to see And then there are,painters,who make nothing but good things,let017:0.2.0.1.12
painters,let023,much he’s one of the few,painters,to have understood our Brabant intimately,let023:0.2.0.1.15
little,let005,the English painters we see so,little,of them because almost everything stays,let005:0.2.0.1.13
little,let010,with wreaths of flowers on their,little,flaxen heads Were seated on top,let010:0.2.0.1.86
little,let010,there had risen close by the,little,church the full Copper coloured disc,let010:0.2.0.1.106
little,let011,with wreaths of flowers on their,little,flaxen heads Were seated on top,let011:0.2.0.1.79
little,let011,there had risen close by the,little,church the full Copper coloured disc,let011:0.2.0.1.99
little,let012,my fault so I’ll wait a,little,longer I’m sorry that my letter,let012:0.2.0.1.8
little,let013,ben waar men eene school voor,little,boys houdt Eenigen tijd geleden ben,let013:0.2.0.0.9
little,let013,which they run a school for,little,boys Some time ago I spent,let013:0.2.0.1.5
little,let013,long It was ghastly And a,little,man who was going to kill,let013:0.2.0.1.9
little,let014,of her Did she have a,little,happiness And how did she manage,let014:0.2.0.1.20
little,let015,you’ve got used to it a,little,I don’t doubt that your lodgings,let015:0.2.0.1.5
little,let015,the trade in paintings becomes a,little,more important I’ll possibly be of,let015:0.2.0.1.10
little,let017,you can most people find too,little,beautiful I’m writing below a few,let017:0.2.0.1.5.12
little,let017,days so we have it a,little,easier than you do in The,let017:0.2.0.1.14
little,let020,few years we’ve actually seen very,little,of each other and we only,let020:0.2.0.1.7
little,let024,I had wanted to fill this,little,book with drawings for you but,let024:0.2.0.1.2
little,let024,then I’ll be travelling on the,little,steamboat that I’ve drawn here Well,let024:0.2.0.1.2
little,let029,My dear Theo I’ve filled your,little,book and I believe it’s turned,let029:0.2.0.1.3
little,let029,landscape magnificent Adieu I’ll send your,little,book at the first opportunity Write,let029:0.2.0.1.6
almost,let005,see so little of them because,almost,everything stays in England Goupil has,let005:0.2.0.1.13
almost,let010,so peaceful and convivial that one,almost,forgets one is in London In,let010:0.2.0.1.10
almost,let014,I think so too I myself,almost,don’t know which season I like,let014:0.2.0.1.8
almost,let014,It’s striking that the old painters,almost,never painted the autumn and that,let014:0.2.0.1.9
almost,let015,selling in Holland Here there’s literally,almost,nothing to be done with the,let015:0.2.0.1.5
almost,let020,would be for me but it’s,almost,too good to be true Well,let020:0.2.0.1.6
stays,let005,little of them because almost everything,stays,in England Goupil has no gallery,let005:0.2.0.1.13
england,let005,them because almost everything stays in,England,Goupil has no gallery in London,let005:0.2.0.1.13
england,let015,a lot to do here in,England,but it can’t be done all,let015:0.2.0.1.4
england,let027,drawing has again vanished here in,England,but maybe inspiration will strike again,let027:0.2.0.1.19
gallery,let005,stays in England Goupil has no,gallery,in London they only supply the,let005:0.2.0.1.14
gallery,let006,saw it last summer in your,gallery,and imagine it’s probably still there,let006:0.2.0.1.9
gallery,let014,this painting If you visit our,gallery,ask to see his Van Muyden’s,let014:0.2.0.1.13
gallery,let015,imagine you’ll like working in the,gallery,in The Hague once you’ve got,let015:0.2.0.1.5
gallery,let021,that you never find at the,gallery,in The Hague I’m also busy,let021:0.2.0.1.8
gallery,let027,moving on January to another larger,gallery,Mr Obach is in Paris at,let027:0.2.0.1.20
gallery,let027,or not we’ll take over that,gallery,Don’t mention this to anyone for,let027:0.2.0.1.20
gallery,let029,when you get the chance Our,gallery,is now finished and it’s beautiful,let029:0.2.0.1.4
supply,let005,no gallery in London they only,supply,the trade Uncle Cent is coming,let005:0.2.0.1.14
trade,let005,in London they only supply the,trade,Uncle Cent is coming here at,let005:0.2.0.1.14
trade,let015,and later on especially when the,trade,in paintings becomes a little more,let015:0.2.0.1.10
trade,let015,is to see London and the,trade,and the way of life here,let015:0.2.0.1.10
coming,let005,supply the trade Uncle Cent is,coming,here at the end of the,let005:0.2.0.1.15
coming,let014,You already know that Theo is,coming,to The Hague I think it,let014:0.2.0.1.6
coming,let015,has he left now that you’re,coming,Things are going all right for,let015:0.2.0.1.9
coming,let020,you our Anna will perhaps be,coming,here You can imagine how wonderful,let020:0.2.0.1.6
end,let005,Cent is coming here at the,end,of the month I’m longing to,let005:0.2.0.1.15
end,let007,on to Paris I’m afraid it’ll,end,up being Monday however and that,let007:0.2.0.1.7
end,let010,that proclaims far and wide The,end,of the day’s work makes those,let010:0.2.0.1.37
end,let011,that proclaims far and wide The,end,of the day’s work makes those,let011:0.2.0.1.30
end,let014,of the poor She reaches the,end,of the avenue turns We can,let014:0.2.0.1.20
end,let027,and certainly useless and at the,end,Pa said yet again that he’d,let027:0.2.0.1.14
advantage,let005,weather we’ve been having I’m taking,advantage,of it as much as I,let005:0.2.0.1.17
advantage,let014,the photos in mounts here the,advantage,of which is that one can,let014:0.2.0.1.10
rowing,let005,I can Last Sunday I went,rowing,with Willem How much I’d have,let005:0.2.0.1.17
rowing,let013,time ago I spent a Saturday,rowing,on the Thames with Englishmen It,let013:0.2.0.1.6
liked,let005,with Willem How much I’d have,liked,to stay here this summer but,let005:0.2.0.1.17
liked,let010,because she knew how much I,liked,it It’s Brabant to a T,let010:0.2.0.1.17
liked,let022,and stay with you I’d have,liked,to go on that walk to,let022:0.2.0.1.14
hoping,let005,me As to Easter I’m just,hoping,Ever Your loving brother Vincent Mr,let005:0.2.0.1.17
hoping,let012,Tersteeg family I had long been,hoping,that you would for your sake,let012:0.2.0.1.10
mrs,let005,Your loving brother Vincent Mr and,Mrs,Roos and Willem also send you,let005:0.2.0.1.22.0
mrs,let008,yesterday I showed your portrait to,Mrs,Tersteeg and she would like very,let008:0.2.0.1.5.1
thank,let005,received your letter for which I,thank,you I’m very pleased with the,let005:0.2.0.1.24
thank,let012,me to receive Caroline s letter,Thank,you I sincerely hope that she’s,let012:0.2.0.1.4
thank,let019,I’m glad you went to Amsterdam,thank,Uncle Cor when you see him,let019:0.2.0.1.4
thank,let019,things I’m all right I’m busy,Thank,Willem for his letter and give,let019:0.2.0.1.7
pleased,let005,which I thank you I’m very,pleased,with the portrait it turned out,let005:0.2.0.1.24
pleased,let011,to your liking Mr Obach was,pleased,to make your acquaintance I hope,let011:0.2.0.1.4
turned,let005,very pleased with the portrait it,turned,out well If I hear anything,let005:0.2.0.1.24
turned,let029,little book and I believe it’s,turned,out well Send me The cliff,let029:0.2.0.1.3
out,let005,pleased with the portrait it turned,out,well If I hear anything more,let005:0.2.0.1.24
out,let005,a lot of good when you’re,out,of spirits as I quite often,let005:0.2.0.1.26
out,let008,Aunt Goodbye for now Vincent Find,out,whether you have to be at,let008:0.2.0.1.12
out,let009,of money and I shan’t go,out,with them any more I was,let009:0.2.0.1.10
out,let010,not know Our Elisabeth copied it,out,for me on my last evening,let010:0.2.0.1.17
out,let010,reading it so I’ve copied it,out,for you It was very thoughtful,let010:0.2.0.1.18
out,let010,udders Thus on the paths running,out,from the village like spokes From,let010:0.2.0.1.74
out,let011,fond of it Lies copied it,out,for me on my last evening,let011:0.2.0.1.12
out,let011,udders Thus on the paths running,out,from the village like spokes From,let011:0.2.0.1.67
out,let012,text thus the rhyme Was parcell’d,out,from time to time John Keats,let012:0.2.0.0.243
out,let012,it’s rather too long to copy,out,I haven’t yet been to the,let012:0.2.0.1.6
out,let012,and thus the rhyme Was parcell’d,out,from time to time John Keats,let012:0.2.0.1.123
out,let017,ones and I’m sure I’ve left,out,some of the best new ones,let017:0.2.0.1.10
out,let021,Above all be sure to find,out,as much as possible about paintings,let021:0.2.0.1.7
out,let022,look back and things will turn,out,well I was glad to get,let022:0.2.0.1.4
out,let029,book and I believe it’s turned,out,well Send me The cliff by,let029:0.2.0.1.3
immediately,let005,to Helvoirt I’ll write to you,immediately,It would be nice if we,let005:0.2.0.1.24
immediately,let006,however see that it’s sent here,immediately,We have every chance of selling,let006:0.2.0.1.8.0
immediately,let027,That book was a revelation and,immediately,a gospel to me There is,let027:0.2.0.1.5
nice,let005,to you immediately It would be,nice,if we could arrive on the,let005:0.2.0.1.24
nice,let009,Whitsun holiday I also took a,nice,trip with those Germans but those,let009:0.2.0.1.10
nice,let011,I live it’s a quiet convivial,nice,looking neighbourhood in this I’ve really,let011:0.2.0.1.9
nice,let012,attract me more I had a,nice,day last Monday The first Monday,let012:0.2.0.1.8
nice,let012,as possible though things aren’t as,nice,here as they seemed at first,let012:0.2.0.1.8
nice,let015,for me here I have a,nice,home and even though the firm,let015:0.2.0.1.10
nice,let017,Hague I hope you had a,nice,Christmas just as I did Well,let017:0.2.0.1.15
could,let005,It would be nice if we,could,arrive on the same day Adieu,let005:0.2.0.1.24
could,let012,minster square From her fireside she,could,see Sidelong its rich antiquity Far,let012:0.2.0.0.126
could,let012,minster square From her fireside she,could,see Sidelong its rich antiquity Far,let012:0.2.0.1.64
could,let014,like it so much if something,could,be found for her here we’ve,let014:0.2.0.1.5
could,let017,least Maris and Mauve But I,could,go on like this for I,let017:0.2.0.1.10
could,let020,be in May and perhaps it,could,be arranged for me to come,let020:0.2.0.1.6
could,let028,that touched me as well One,could,say the same of some of,let028:0.2.0.1.8
arrive,let005,would be nice if we could,arrive,on the same day Adieu Theo,let005:0.2.0.1.24
arrive,let025,staying a day longer and will,arrive,in London on Wednesday morning I,let025:0.2.0.1.4
recommend,let005,day Adieu Theo I must again,recommend,that you start smoking a pipe,let005:0.2.0.1.26
start,let005,I must again recommend that you,start,smoking a pipe It does you,let005:0.2.0.1.26
start,let011,and not well It’s a bad,start,to her holiday but let’s hope,let011:0.2.0.1.10
start,let014,put these in it for a,start,A baptism is after Anker a,let014:0.2.0.1.10
start,let018,yet possessing all things Sometimes I,start,to believe that I’m gradually beginning,let018:0.2.0.1.6
start,let023,good talk with you about art,start,thinking about any questions you might,let023:0.2.0.1.5
start,let027,beautiful for example so that’s a,start,Between you and me I think,let027:0.2.0.1.22
smoking,let005,must again recommend that you start,smoking,a pipe It does you a,let005:0.2.0.1.26
pipe,let005,recommend that you start smoking a,pipe,It does you a lot of,let005:0.2.0.1.26
does,let005,you start smoking a pipe It,does,you a lot of good when,let005:0.2.0.1.26
spirits,let005,of good when you’re out of,spirits,as I quite often am nowadays,let005:0.2.0.1.26
